TweetID,LangID,TopicID,HateLabel,TweetText
1344742233271111682,1,1,2,Na
1344742183262429184,1,1,1,Na
1344740249205936128,1,1,0,Na
1344739731775442944,1,1,0,Na
1344738632796553216,1,1,0,Na
1344738213986910208,1,1,0,Na
1344737404603817990,1,1,0,Na
1344736648144318474,1,1,1,Na
1344734802163818496,1,0,2,Na
1344734552573550595,1,1,2,Na
1344733920714227712,1,1,0,Na
1344733677914370050,1,1,0,Na
1344732899170516992,1,1,2,Na
1344732891901616128,1,1,0,Na
1344732863065821184,1,1,0,Na
1344732668483801088,1,1,0,Na
1344731317586505728,1,1,0,Na
1344730322051735553,1,1,0,Na
1344730103968911362,1,1,2,Na
1344729648459034625,1,1,1,Na
1344729510068031495,1,0,0,Na
1344729048719781888,1,0,0,Na
1344727525134655489,1,1,0,Na
1344727475306311680,1,1,2,Na
1344727383555919872,1,1,0,Na
1344727382368919552,1,1,2,Na
1344725287582404609,1,1,0,Na
1344721707500621824,1,1,1,Na
1344721603725307906,1,1,0,Na
1344716864266645504,1,1,1,Na
1344716803738660865,1,1,0,Na
1344715542746329090,1,1,0,Na
1344714964888596482,1,1,0,Na
1344713729082941440,1,1,2,Na
1344711402632654850,1,1,0,Na
1344709783136321536,1,1,1,Na
1344709092628193288,1,1,0,Na
1344709019865403394,1,1,1,Na
1344707529213792256,1,1,0,Na
1344707261155962880,1,1,0,Na
1344706877217792005,1,1,0,Na
1344706773245038592,1,1,0,Na
1344704720267575301,1,1,0,Na
1344703368510533633,1,1,0,Na
1344701962730684425,1,1,2,Na
1344700345025400833,1,1,0,Na
1344700338805174272,1,1,2,Na
1344699448191037442,1,1,1,Na
1344699438502039553,1,1,1,Na
1344698852121710592,1,1,0,Na
1344697465308655621,1,1,0,Na
1344697414154924035,1,1,0,Na
1344695991237304327,1,1,0,Na
1344694406180438017,1,1,0,Na
1344693737369157634,1,1,1,Na
1344693641995030528,1,1,0,Na
1344691904210984961,1,1,2,Na
1344691013567148032,1,1,2,Na
1344690884932210689,1,1,0,Na
1344690603645255681,1,1,0,Na
1344690163230896130,1,1,0,Na
1344689874771849220,1,1,2,Na
1344689776322961410,1,1,0,Na
1344689167981187080,1,1,0,Na
1344689142358163456,1,1,0,Na
1344687152651759619,1,1,2,Na
1344687115276345344,1,1,0,Na
1344685559340478464,1,1,0,Na
1344684213426122752,1,1,1,Na
1344683866158735361,1,1,0,Na
1344683514730577923,1,1,0,Na
1344683426104963073,1,1,0,Na
1344683015138496514,1,1,0,Na
1344682475096825857,1,1,2,Na
1344681472351821824,1,1,0,Na
1344681043987628032,1,1,0,Na
1344680654647275520,1,1,0,Na
1344680107055722497,1,1,0,Na
1344679626724028417,1,1,0,Na
1344679129841594369,1,1,0,Na
1344677820816044037,1,1,0,Na
1344676924220727298,1,1,0,Na
1344676413228654593,1,1,1,Na
1344674811621027847,1,1,0,Na
1344674786765647872,1,1,0,Na
1344674572713533440,1,1,0,Na
1344674286498361344,1,1,0,Na
1344673522724044802,1,1,0,Na
1344673060247494656,1,1,0,Na
1344671942750584832,1,1,0,Na
1344671113759100929,1,1,0,Na
1344670901845909504,1,1,0,Na
1344670574874750976,1,1,0,Na
1344670545636454401,1,1,0,Na
1344670111790211075,1,1,0,Na
1344667479969247243,1,1,1,Na
1343613049836613633,1,1,0,Na
1343612223139282945,1,1,0,Na
1343612074988105730,1,1,1,Na
1343611126131654658,1,1,0,Na
1343610755497811970,1,1,0,Na
1343609891114659842,1,1,1,Na
1343609700038955020,1,1,0,Na
1343609555352227840,1,1,0,Na
1343609471440982016,1,1,1,Na
1343609156490543104,1,1,2,Na
1343609064031461379,1,1,0,Na
1343608734623346689,1,1,0,Na
1343608230644244481,1,1,0,Na
1343606890639618050,1,1,0,Na
1343606634954674177,1,1,0,Na
1343606401034293248,1,1,0,Na
1343606199514705920,1,1,0,Na
1343605544188313607,1,1,0,Na
1343605483115065344,1,1,0,Na
1343605220706758657,1,1,0,Na
1343604496748974085,1,1,1,Na
1343603590498316289,1,1,0,Na
1343603499658076160,1,1,0,Na
1343603389226213376,1,1,0,Na
1343603240051617794,1,1,1,Na
1343602711703531523,1,1,0,Na
1343602675120812037,1,1,0,Na
1343601730471292928,1,1,0,Na
1343601673273548802,1,1,0,Na
1343601016181288963,1,1,0,Na
1343600652186955778,1,1,0,Na
1343600512696864769,1,1,0,Na
1343599865138356224,1,1,0,Na
1343599735714803713,1,1,1,Na
1343599384693452800,1,1,0,Na
1343599068535115778,1,1,0,Na
1343598710828249089,1,1,0,Na
1343596905847255040,1,1,0,Na
1343596059793227781,1,1,1,Na
1343595845011255296,1,1,0,Na
1343595670838542341,1,1,1,Na
1343595623199764480,1,1,0,Na
1343595404714119168,1,1,0,Na
1343595339920662528,1,1,0,Na
1343594899472592901,1,1,0,Na
1343594651387912194,1,1,2,Na
1343594512426426370,1,1,0,Na
1343594331827924992,1,1,0,Na
1343594130807672833,1,1,0,Na
1343593398947770369,1,1,1,Na
1343592392448999426,1,1,0,Na
1343591350340526080,1,1,0,Na
1343591086044962817,1,1,0,Na
1343591055086788608,1,1,0,Na
1343591030562676736,1,1,2,Na
1343590674554384398,1,1,0,Na
1343587943735242753,1,1,0,Na
1343587815708368898,1,1,0,Na
1343587793105276933,1,1,0,Na
1343587717620363265,1,1,0,Na
1343587525156352007,1,1,0,Na
1343586704658227202,1,1,0,Na
1343586689235746816,1,1,0,Na
1343585293534810113,1,1,0,Na
1343584323627347968,1,1,0,Na
1343583413928947717,1,1,0,Na
1343582701622853638,1,1,0,Na
1343582510089986048,1,1,0,Na
1343581801659457546,1,1,0,Na
1343581776908869632,1,1,0,Na
1343580474313240576,1,1,0,Na
1343580292460802048,1,1,0,Na
1343579963014983682,1,1,0,Na
1343579820232482818,1,1,0,Na
1343578573257510914,1,1,0,Na
1343577805569855488,1,1,1,Na
1343577601235800070,1,1,0,Na
1343577446038310914,1,1,0,Na
1343577140202237953,1,1,0,Na
1343576522586787840,1,1,0,Na
1343576046239690754,1,1,0,Na
1343575711437762560,1,1,0,Na
1343574488269660160,1,1,0,Na
1343573529179123712,1,1,0,Na
1343572820765323275,1,1,0,Na
1343572576971476992,1,1,0,Na
1343572161106239489,1,1,0,Na
1343571920382550017,1,1,0,Na
1343570611197661186,1,1,0,Na
1343570315931222017,1,1,0,Na
1343569448125394949,1,1,0,Na
1343569341233696768,1,1,0,Na
1343569267573350400,1,1,0,Na
1343569100858126336,1,1,0,Na
1343568908737945601,1,1,0,Na
1343568616382476290,1,1,0,Na
1343568544156549131,1,1,0,Na
1343567031497498627,1,1,0,Na
1343564987374198784,1,1,2,Na
1343564775880617990,1,1,0,Na
1343564743873867781,1,1,0,Na
1343564584268029953,1,1,0,Na
1343562319721357315,1,1,0,Na
1343561950605668352,1,1,0,Na
1343560877216325632,1,1,0,Na
1343560501217947649,1,1,0,Na
1343559971636727808,1,1,0,Na
1343559230150889478,1,1,0,Na
1343556273221079041,1,1,1,Na
1343554745936568320,1,1,0,Na
1343554035127762949,1,1,0,Na
1343553307466477572,1,1,0,Na
1343553108211855360,1,1,0,Na
1343552890963709953,1,1,2,Na
1343552628345745409,1,1,0,Na
1343551370591424513,1,1,0,Na
1343549996667289601,1,1,0,Na
1343549825690853381,1,1,0,Na
1343549512921526274,1,1,0,Na
1343546141053485058,1,1,0,Na
1343545840179281921,1,1,0,Na
1343544982024679424,1,1,0,Na
1343543063197741056,1,1,0,Na
1343542755335811072,1,1,0,Na
1343542450002997251,1,1,0,Na
1343541905821458432,1,1,1,Na
1343541648513511424,1,1,0,Na
1343539768328675331,1,1,0,Na
1343539646064701441,1,1,0,Na
1343539555627118592,1,1,1,Na
1343536763848024064,1,1,0,Na
1343533158055235585,1,1,0,Na
1343530889167347713,1,1,0,Na
1343528780481093632,1,1,0,Na
1343528664961572865,1,1,0,Na
1343526753940205568,1,1,1,Na
1343525267910881282,1,1,0,Na
1343525199124291584,1,1,0,Na
1343524476399591426,1,1,0,Na
1343523601958506496,1,1,0,Na
1343521734742441986,1,1,0,Na
1343518742496632833,1,1,0,Na
1343518349339353088,1,1,2,Na
1343517370116165634,1,1,0,Na
1343514844113358848,1,1,0,Na
1343514720125521920,1,1,0,Na
1343514054262972417,1,1,0,Na
1343513394117279746,1,1,0,Na
1343512366739316739,1,1,0,Na
1343510899139735552,1,1,0,Na
1343510379608072195,1,1,0,Na
1343510266336710657,1,1,0,Na
1343509518991421442,1,1,0,Na
1343507627188187137,1,1,0,Na
1343506835110830081,1,1,0,Na
1343503083305766912,1,1,0,Na
1343502146755571712,1,1,0,Na
1343501949375811584,1,1,0,Na
1343501571901026305,1,1,0,Na
1343499730492407810,1,1,0,Na
1343499502104285185,1,1,0,Na
1343497713325924353,1,1,0,Na
1343496985370906624,1,1,0,Na
1343496983105986562,1,1,0,Na
1343496916642967552,1,1,0,Na
1343495671635202048,1,1,0,Na
1343495291815792640,1,1,0,Na
1343494189099732992,1,1,0,Na
1343493449316786177,1,1,0,Na
1343493425010790403,1,1,0,Na
1343492458919817216,1,1,0,Na
1343491285529800704,1,1,0,Na
1343490609798144002,1,1,0,Na
1343490316498857987,1,1,0,Na
1343490087925923845,1,1,0,Na
1343487320943693826,1,1,0,Na
1343482874436194304,1,1,0,Na
1343482049164943361,1,1,2,Na
1343481207976288257,1,1,0,Na
1343479125793787904,1,1,0,Na
1343475336659537920,1,1,0,Na
1343474769606438912,1,1,1,Na
1343473591233388546,1,1,1,Na
1343473011043790850,1,1,1,Na
1343472331587547136,1,1,0,Na
1343470396113350658,1,1,2,Na
1343468928937328641,1,1,0,Na
1343468911942135809,1,1,0,Na
1343467065815035904,1,1,1,Na
1343466955626455041,1,1,0,Na
1343466907098361856,1,1,0,Na
1343465591760306179,1,1,2,Na
1343463952768897024,1,1,0,Na
1343463653346078722,1,1,0,Na
1343463129615888384,1,1,0,Na
1343462864548364290,1,1,0,Na
1343461999527641088,1,1,0,Na
1343461661949259776,1,1,0,Na
1343461295299944450,1,1,1,Na
1343461155600269313,1,1,2,Na
1343459731470491655,1,1,0,Na
1343456875464056832,1,1,1,Na
1343456782841044992,1,1,0,Na
1343456554826178560,1,1,0,Na
1343455432522625024,1,1,0,Na
1343454982318796800,1,1,0,Na
1343454840358223872,1,1,2,Na
1343454141054558208,1,1,1,Na
1343453576945799168,1,1,0,Na
1343453006503813120,1,1,0,Na
1343451223249186817,1,1,0,Na
1343450573027291137,1,1,0,Na
1343450561933320193,1,1,0,Na
1343450541398102016,1,1,0,Na
1343448886011113472,1,1,0,Na
1343448080490889217,1,1,0,Na
1343447763674136578,1,1,0,Na
1343447070418546688,1,1,0,Na
1343445439610302464,1,1,0,Na
1343445356353380352,1,1,0,Na
1343445331271282688,1,1,0,Na
1343444850428026880,1,1,0,Na
1343444631191740417,1,1,0,Na
1343444379680309248,1,1,0,Na
1343443241610448897,1,1,0,Na
1343442408055431170,1,1,0,Na
1343441900037140481,1,1,0,Na
1376761177670262792,1,1,0,Na
1376760594813100035,1,1,0,Na
1376760559023095809,1,1,0,Na
1376760103861428229,1,1,0,Na
1376759970398679041,1,1,0,Na
1376759583243395077,1,1,0,Na
1376758696718573569,1,1,0,Na
1376757920835072003,1,1,0,Na
1376757869857665031,1,1,0,Na
1376757832738029571,1,1,0,Na
1376756586589339648,1,1,0,Na
1376756252617900034,1,1,1,Na
1376756203963944961,1,1,0,Na
1376755904629108736,1,1,1,Na
1376755183066218497,1,1,0,Na
1376754613731389440,1,1,0,Na
1376753983872659459,1,1,0,Na
1376753980022255618,1,1,0,Na
1376753806600458241,1,1,0,Na
1376753529843560448,1,1,0,Na
1376752332768223233,1,1,0,Na
1376752269585084417,1,1,0,Na
1376751655023169537,1,1,1,Na
1376751375967735808,1,1,0,Na
1376751306203877378,1,1,0,Na
1376751286972948489,1,1,0,Na
1376751164478357506,1,1,0,Na
1376751153489272832,1,1,0,Na
1376751001680625669,1,1,0,Na
1376750968856047618,1,1,1,Na
1376750681604947968,1,1,0,Na
1376750412255100932,1,1,0,Na
1376750180674887682,1,1,0,Na
1376750125587005440,1,1,0,Na
1376749986214506497,1,1,2,Na
1376749804387205121,1,1,1,Na
1376749050532270087,1,1,1,Na
1376748242587639808,1,1,0,Na
1376747662020640772,1,1,0,Na
1376747627069517824,1,1,0,Na
1376747481229238275,1,1,0,Na
1376747459251216384,1,1,0,Na
1376747019293884418,1,1,0,Na
1376746926108893185,1,1,0,Na
1376746643912003585,1,1,0,Na
1376746215035965444,1,1,0,Na
1376746026837680129,1,1,1,Na
1376746004284854272,1,1,0,Na
1376745595944099843,1,1,0,Na
1376745521415589890,1,1,1,Na
1376745464939307010,1,1,0,Na
1376745312866471943,1,1,0,Na
1376745221728440320,1,1,0,Na
1376744427557900289,1,1,0,Na
1376744313825026048,1,1,0,Na
1376743123443974145,1,1,1,Na
1376743067965775879,1,1,0,Na
1376743019299315712,1,1,1,Na
1376742530482544643,1,1,0,Na
1376742497016111108,1,1,0,Na
1376741974611525633,1,1,0,Na
1376741557622210563,1,1,0,Na
1376741155199541251,1,1,0,Na
1376741152968302599,1,1,0,Na
1376741083116363776,1,1,0,Na
1376740661404135425,1,1,0,Na
1376739414563463168,1,1,1,Na
1376738907803500545,1,1,0,Na
1376738801981255680,1,1,0,Na
1376738557843402756,1,1,0,Na
1376738266255392768,1,1,1,Na
1376738174639038465,1,1,0,Na
1376737922708307969,1,1,0,Na
1376737840994861057,1,1,0,Na
1376737288374325253,1,1,0,Na
1376737039807344643,1,1,0,Na
1376736912208199687,1,1,0,Na
1376736895640727553,1,1,0,Na
1376735201691365376,1,1,0,Na
1376735084284416000,1,1,0,Na
1376734350184693762,1,1,0,Na
1376733515081994244,1,1,0,Na
1376733267429183494,1,1,0,Na
1376733218603421699,1,1,0,Na
1376732913111162881,1,1,0,Na
1376732901761507328,1,1,1,Na
1376732733884497923,1,1,0,Na
1376732595736563716,1,1,1,Na
1376732246368006151,1,1,0,Na
1376732109335891968,1,1,0,Na
1376731300221087744,1,1,0,Na
1376731253626519555,1,1,0,Na
1376731130649542660,1,1,0,Na
1376730919772512257,1,1,0,Na
1376730488212049924,1,1,1,Na
1376730483493601281,1,1,0,Na
1376729758864568322,1,1,0,Na
1376729415229538306,1,1,0,Na
1376729326457085955,1,1,0,Na
1376729162115846154,1,1,0,Na
1376729148861857792,1,1,0,Na
1376729073561395202,1,1,0,Na
1376728950785839113,1,1,0,Na
1376728943768788993,1,1,0,Na
1376728509008252929,1,1,0,Na
1376728303994830848,1,1,0,Na
1376728231638929411,1,1,0,Na
1376728027594297350,1,1,0,Na
1376727894974734336,1,1,0,Na
1376727710337228802,1,1,0,Na
1376727255058165760,1,1,0,Na
1376726968792707073,1,1,0,Na
1376726721773330436,1,1,0,Na
1376726682485293059,1,1,0,Na
1376726657642291204,1,1,0,Na
1376726614130757640,1,1,0,Na
1376726597965729794,1,1,0,Na
1376726465774039041,1,1,0,Na
1376726298052022279,1,1,0,Na
1376726289248366594,1,1,0,Na
1376726124970061826,1,1,2,Na
1376725796098863106,1,1,0,Na
1376725494469701632,1,1,2,Na
1376725302106275841,1,1,1,Na
1376725163895484417,1,1,0,Na
1376725134443171843,1,1,0,Na
1376724867555397632,1,1,0,Na
1376724270441713672,1,1,0,Na
1376724152174981120,1,1,0,Na
1376724077654728706,1,1,0,Na
1376724068158832644,1,1,0,Na
1376723841154703362,1,1,2,Na
1376723774503018505,1,1,0,Na
1376723477445681162,1,1,0,Na
1376723216253657088,1,1,0,Na
1376722691928031233,1,1,0,Na
1376722610319290370,1,1,0,Na
1376721820045434884,1,1,1,Na
1376721681264349187,1,1,0,Na
1376721551261847552,1,1,0,Na
1376721466092310531,1,1,0,Na
1376721462829125633,1,1,0,Na
1376721306406809602,1,1,0,Na
1376721265029963783,1,1,0,Na
1376720855108100099,1,1,0,Na
1376720759964454914,1,1,0,Na
1376720677768720388,1,1,1,Na
1376720638979760129,1,1,1,Na
1376720592406122502,1,1,0,Na
1376720397262065666,1,1,0,Na
1376719394882129920,1,1,0,Na
1376719203193921541,1,1,1,Na
1376719031399485440,1,1,0,Na
1376718869398687746,1,1,0,Na
1376718765686194177,1,1,0,Na
1376718344531832832,1,1,0,Na
1376717544300683270,1,1,0,Na
1376717040254263301,1,1,0,Na
1376716894275768322,1,1,1,Na
1376716803137798146,1,1,0,Na
1376716499021410306,1,1,0,Na
1376716195567562756,1,1,1,Na
1376716190995779594,1,1,0,Na
1376715838015877123,1,1,0,Na
1376715808223735808,1,1,0,Na
1376715426848108544,1,1,1,Na
1376715333394784258,1,1,0,Na
1376715111969214464,1,1,0,Na
1376714932209717257,1,1,0,Na
1376714743453519875,1,1,0,Na
1376714543141957634,1,1,1,Na
1376714441341820929,1,1,0,Na
1376714154266923012,1,1,0,Na
1376714052009750529,1,1,0,Na
1376713862226063361,1,1,0,Na
1376712924551593985,1,1,1,Na
1376712894432313347,1,1,1,Na
1376712735342346240,1,1,0,Na
1376712383629041665,1,1,0,Na
1376712277848625155,1,1,1,Na
1376712190078513153,1,1,0,Na
1376712148596879365,1,1,1,Na
1376711984553590786,1,1,0,Na
1376711799098245125,1,1,0,Na
1376711569237635072,1,1,0,Na
1376711558068371457,1,1,1,Na
1376711482549932033,1,1,0,Na
1376711337024229376,1,1,0,Na
1376710892008706051,1,1,0,Na
1376710407054839808,1,1,1,Na
1376710290029613059,1,1,0,Na
1376710206533611530,1,1,0,Na
1376709986781290498,1,1,0,Na
1376709968502513666,1,1,0,Na
1376709839380971520,1,1,0,Na
1376709655167127562,1,1,1,Na
1376709647541805056,1,1,0,Na
1376709320826519557,1,1,0,Na
1376709094845915137,1,1,1,Na
1376708928080384000,1,1,0,Na
1376708792369418240,1,1,0,Na
1376707867076661257,1,1,0,Na
1376707803784609795,1,1,0,Na
1376707675392729088,1,1,0,Na
1376707259393142788,1,1,1,Na
1376707205165150209,1,1,0,Na
1376706709599744002,1,1,0,Na
1376706299606487046,1,1,0,Na
1376706240156471307,1,1,0,Na
1376705520577482753,1,1,0,Na
1376705424750227456,1,1,1,Na
1376705308534390787,1,1,0,Na
1376704662863220738,1,1,0,Na
1376704203477880834,1,1,2,Na
1376703903165771790,1,1,0,Na
1376703836115591169,1,1,0,Na
1376703114980552704,1,1,0,Na
1376702859660644352,1,1,1,Na
1376702580491960326,1,1,0,Na
1376702574766723076,1,1,0,Na
1376702215176515590,1,1,0,Na
1376702088953073670,1,1,1,Na
1376701911638794243,1,1,0,Na
1376701709955825670,1,1,0,Na
1376701078658555906,1,1,0,Na
1376700967098400773,1,1,1,Na
1376700704618844164,1,1,1,Na
1376700704253833217,1,1,0,Na
1376700693986295811,1,1,1,Na
1376700379640033282,1,1,2,Na
1376700330566688771,1,1,0,Na
1376700313474850819,1,1,0,Na
1376700120234917891,1,1,0,Na
1376699553542463490,1,1,1,Na
1376699500832653316,1,1,0,Na
1376699338622132229,1,1,1,Na
1376699280484892672,1,1,0,Na
1376698926212993032,1,1,0,Na
1376698911725867008,1,1,1,Na
1376698859632623619,1,1,0,Na
1376698798429327363,1,1,0,Na
1376698485316202499,1,1,0,Na
1376698265580802048,1,1,0,Na
1376698207569317893,1,1,0,Na
1376698167199211522,1,1,0,Na
1376697828391727114,1,1,1,Na
1376697527555264512,1,1,0,Na
1376697458101731330,1,1,1,Na
1376697340644495363,1,1,0,Na
1376697029984976902,1,1,0,Na
1376697006144548865,1,1,0,Na
1376696941388693505,1,1,0,Na
1376696928587505667,1,1,0,Na
1376696770152005637,1,1,0,Na
1376696647833452544,1,1,1,Na
1376696183654121472,1,1,0,Na
1376695875859267585,1,1,0,Na
1376695233937866754,1,1,1,Na
1376695187506860035,1,1,0,Na
1376694616037163008,1,1,0,Na
1376694145436286976,1,1,0,Na
1376693602890379268,1,1,0,Na
1376693507650379778,1,1,0,Na
1376693368261115909,1,1,0,Na
1376692930715394057,1,1,0,Na
1376692653115461633,1,1,0,Na
1376692190907408398,1,1,0,Na
1343441852104642562,1,1,0,Na
1343440932272791553,1,1,0,Na
1343438252984983552,1,1,0,Na
1343438071761666049,1,1,0,Na
1343437564485771264,1,1,2,Na
1343437088608247810,1,1,0,Na
1343437026998284288,1,1,0,Na
1343437026461417473,1,1,1,Na
1343435030408867841,1,1,0,Na
1343434661264023552,1,1,0,Na
1343434404845281282,1,1,1,Na
1343433640345284608,1,1,0,Na
1343432984519696384,1,1,0,Na
1343431899407118337,1,1,0,Na
1343431712068558848,1,1,0,Na
1343430617346809856,1,1,0,Na
1343430102525358081,1,1,0,Na
1343429779232616448,1,1,0,Na
1343428410434060290,1,1,0,Na
1343428021114589188,1,1,0,Na
1343427016499068928,1,1,0,Na
1343424847792189440,1,1,0,Na
1343424377937928192,1,1,0,Na
1343424372132950016,1,1,0,Na
1343424238838022147,1,1,0,Na
1343424186937716736,1,1,0,Na
1343423827183886336,1,1,0,Na
1343423371850244098,1,1,0,Na
1343423267026194432,1,1,0,Na
1343422686643552256,1,1,0,Na
1343422312805228545,1,1,0,Na
1343421859027513357,1,1,0,Na
1343420822078316546,1,1,0,Na
1343420101861654529,1,1,0,Na
1343419998316978177,1,1,0,Na
1343419958605172736,1,1,0,Na
1343419662122450944,1,1,0,Na
1343419543490682881,1,1,0,Na
1343419069408673794,1,1,0,Na
1343418201795915777,1,1,0,Na
1343418106136432641,1,1,0,Na
1343417972765835264,1,1,0,Na
1343417740917432322,1,1,0,Na
1343417667533766657,1,1,0,Na
1343416566856167426,1,1,1,Na
1343415575503011844,1,1,0,Na
1343414888505479169,1,1,2,Na
1343412718137724928,1,1,1,Na
1343412668351328256,1,1,0,Na
1343410356492890115,1,1,0,Na
1343409357531344896,1,1,0,Na
1343409238773792770,1,1,0,Na
1343407741411479552,1,1,0,Na
1343404222373625858,1,1,0,Na
1343403348163239937,1,1,0,Na
1343403225312067585,1,1,0,Na
1343402895341809664,1,1,1,Na
1343402615925661697,1,1,0,Na
1343401949899726848,1,1,0,Na
1343401684492546048,1,1,0,Na
1343401531014463489,1,1,0,Na
1343400538747113475,1,1,0,Na
1343400301110452224,1,1,0,Na
1343399765569134593,1,1,0,Na
1343399616809730048,1,1,0,Na
1343399264899145729,1,1,0,Na
1343399111266066433,1,1,1,Na
1343398752426500096,1,1,0,Na
1343398729848483841,1,1,0,Na
1343398236959232001,1,1,0,Na
1343397157471064064,1,1,0,Na
1343397128299802624,1,1,0,Na
1343396936364269569,1,1,0,Na
1343394876302512128,1,1,0,Na
1343393220764422144,1,1,0,Na
1343393204843016192,1,1,0,Na
1343392609323114501,1,1,0,Na
1343392528620515328,1,1,0,Na
1343391694025334785,1,1,0,Na
1343390618719019018,1,1,0,Na
1343390276681809930,1,1,0,Na
1343389513641381888,1,1,0,Na
1343389507001921537,1,1,0,Na
1343389077509443585,1,1,0,Na
1343389002808889345,1,1,0,Na
1343388339848835074,1,1,1,Na
1343387630143238145,1,1,0,Na
1343387106140413952,1,1,0,Na
1343386945687334912,1,1,0,Na
1343386551867228161,1,1,0,Na
1343385273950941186,1,1,0,Na
1343385214882467840,1,1,0,Na
1343384715097620482,1,1,0,Na
1343384356925157377,1,1,1,Na
1343384208639729664,1,1,0,Na
1343382169302003713,1,1,0,Na
1343381249088507906,1,1,0,Na
1343380825769824260,1,1,0,Na
1343379910832754691,1,1,0,Na
1343379454798811138,1,1,0,Na
1343379107904548864,1,1,0,Na
1343378924223553538,1,1,0,Na
1343378291563102208,1,1,0,Na
1343378287448494088,1,1,0,Na
1343378082619678721,1,1,0,Na
1343377860657115136,1,1,0,Na
1343377706080092160,1,1,0,Na
1343377559652691969,1,1,0,Na
1343376891475062784,1,1,0,Na
1343376625820438529,1,1,0,Na
1343375495379918849,1,1,0,Na
1343375165015678979,1,1,0,Na
1343374823490203651,1,1,0,Na
1343374456031490052,1,1,0,Na
1343373950684901379,1,1,0,Na
1343373813669621760,1,1,0,Na
1343373740625653761,1,1,0,Na
1343373649361973250,1,1,0,Na
1343373446256992256,1,1,0,Na
1343373153788039168,1,1,0,Na
1343373099190931461,1,1,0,Na
1343373060447981568,1,1,0,Na
1343371588742348803,1,1,2,Na
1343370788381073409,1,1,0,Na
1343370310540640256,1,1,0,Na
1343369427010670601,1,1,0,Na
1343368837538967557,1,1,0,Na
1343368829020352513,1,1,0,Na
1343368645561339905,1,1,0,Na
1343368593061281792,1,1,0,Na
1343368356276154370,1,1,0,Na
1343368235215769601,1,1,0,Na
1343366394977652737,1,1,0,Na
1343366333103104000,1,1,0,Na
1343366154891493377,1,1,0,Na
1343365855887978496,1,1,0,Na
1343365786312863745,1,1,0,Na
1343365689873195008,1,1,1,Na
1343364765914173445,1,1,0,Na
1343364357930020865,1,1,0,Na
1343363386193702923,1,1,0,Na
1343363143892918273,1,1,0,Na
1343362922748276744,1,1,0,Na
1343362102564708360,1,1,0,Na
1343361760821182466,1,1,0,Na
1343361465902903296,1,1,1,Na
1343359554973790208,1,1,0,Na
1343358422666915840,1,1,0,Na
1343356460634263554,1,1,0,Na
1343356165422505992,1,1,0,Na
1343356041308889088,1,1,0,Na
1343355790162325504,1,1,0,Na
1343354548287520768,1,1,0,Na
1343353973424590850,1,1,0,Na
1343353349152845824,1,1,1,Na
1343353309667733505,1,1,0,Na
1343352823128289281,1,1,2,Na
1343352175750225921,1,1,0,Na
1343350362632310785,1,1,0,Na
1343348639029194759,1,1,1,Na
1343347729070780416,1,1,0,Na
1343346990772441088,1,1,0,Na
1343346688732311557,1,1,0,Na
1343346487942656004,1,1,0,Na
1343346189152882689,1,1,0,Na
1343345771161247745,1,1,2,Na
1343345596912914433,1,1,0,Na
1343345588566298624,1,1,0,Na
1343345101184131075,1,1,0,Na
1343345040094068737,1,1,1,Na
1343344298083934208,1,1,0,Na
1343343947494645760,1,1,0,Na
